,Away,Home,is_B2B_First_Away,is_B2B_First_Home,is_B2B_Second_Away,is_B2B_Second_Home,Away_Prob_Naive,Home_Prob_Naive,Home_Prob_Adjusted,Away_Prob_Adjusted,Home_Odds,Away_Odds,Home_Prob_Odds,Away_Prob_Odds,Home_Prob_Diff,Away_Prob_Diff,Home_Bet_Size,Away_Bet_Size,Home_Bet,Away_Bet,Potential_Payoff,Date,Won_Bet,Capital
10,Toronto Raptors,Atlanta Hawks,0,0,1,0,0.4981742494667407,0.4454476690015477,0.5635380304450146,0.4364619695549854,-142.0,120.0,0.5867768595041323,0.4545454545454545,-0.023238829059117668,-0.01808348499046913,0.0,0.0,0.0,0.0,0.0,2022-02-26,-1,98710.37772743014
11,Memphis Grizzlies,Chicago Bulls,0,0,0,0,0.6044569549880999,0.4612396980182789,0.4165156328982565,0.5834843671017436,-116.0,-102.0,0.5370370370370371,0.504950495049505,-0.12052140413878065,0.0785338720522386,0.0,0.01586384215455219,0.0,1565.9258512841761,1535.2214228276237,2022-02-26,1,100245.59915025775
12,Washington Wizards,Cleveland Cavaliers,0,0,1,0,0.255495559992283,0.5220972677407337,0.958812024031274,0.04118797596872603,-360.0,285.0,0.7826086956521741,0.2597402597402597,0.17620332837910002,-0.21855228377153368,0.0,0.0,0.0,0.0,0.0,2022-02-26,-1,100245.59915025775
13,San Antonio Spurs,Miami Heat,0,0,1,1,0.4666880958957877,0.5751678382750609,0.7045886295099917,0.2954113704900083,-390.0,310.0,0.7959183673469387,0.24390243902439024,-0.09132973783694698,0.05150893146561808,0.0,0.006812471580936584,0.0,672.4616430116332,2084.631093336064,2022-02-26,0,99573.13750724614
14,Brooklyn Nets,Milwaukee Bucks,0,0,0,0,0.35988295299497697,0.5643012427724303,0.8088767717072489,0.19112322829275108,-500.0,385.0,0.8333333333333335,0.20618556701030927,-0.02445656162608456,-0.015062338717558188,0.0,0.0,0.0,0.0,0.0,2022-02-26,-1,99573.13750724614
15,Sacramento Kings,Denver Nuggets,0,1,0,0,0.3607665795878569,0.5457925412773639,0.7892924448214714,0.2107075551785285,-340.0,275.0,0.7727272727272727,0.26666666666666666,0.016565172094198718,-0.055959111488138084,0.007288675721447431,0.0,719.4679335968252,0.0,211.60821576377217,2022-02-26,1,99784.74572300992
16,Philadelphia 76ers,New York Knicks,0,0,0,0,0.5579951194106068,0.3416930505961756,0.3379776581214373,0.6620223418785627,270.0,-335.0,0.2702702702702703,0.7701149425287356,0.06770738785116698,-0.1080926006501729,0.009278419816641405,0.0,925.844762114899,0.0,2499.7808577102273,2022-02-27,0,98858.90096089504
17,Utah Jazz,Phoenix Suns,0,0,0,0,0.6373370370090949,0.6264240998821915,0.5663961973410444,0.4336038026589556,122.0,-144.0,0.4504504504504505,0.5901639344262295,0.11594574689059395,-0.1565601317672739,0.021098324434190047,0.0,2105.290938847221,0.0,2568.4549453936097,2022-02-27,0,96753.6100220478
18,Boston Celtics,Indiana Pacers,0,1,1,0,0.6358332461072017,0.2930217618814374,0.2417224831768173,0.7582775168231827,350.0,-450.0,0.2222222222222222,0.8181818181818182,0.019500260954595144,-0.059904301358635566,0.002507176408447944,0.0,250.1779603997073,0.0,875.6228613989757,2022-02-27,1,97629.23288344679
19,Los Angeles Clippers,Houston Rockets,0,0,0,0,0.3889034107273209,0.16032735041256174,0.2677133892116668,0.7322866107883332,225.0,-275.0,0.3076923076923077,0.7333333333333333,-0.03997891848064095,-0.001046722545000045,0.0,0.0,0.0,0.0,0.0,2022-02-27,-1,97629.23288344679
20,Detroit Pistons,Charlotte Hornets,0,1,1,0,0.21449885273326166,0.4922455932798052,0.9830876851153152,0.016912314884684698,-490.0,380.0,0.8305084745762712,0.2083333333333333,0.1525792105390441,-0.19142101844864867,0.09002173421803603,0.0,8982.795858491107,0.0,1833.2236445900214,2022-02-27,0,88646.43702495568
21,Dallas Mavericks,Golden State Warriors,0,0,0,0,0.5193752246632874,0.6162315780609232,0.6933746546980971,0.3066253453019029,-146.0,124.0,0.5934959349593496,0.44642857142857145,0.09987871973874753,-0.13980322612666854,0.02457016505573189,0.0,2451.7276724585904,0.0,1679.2655290812265,2022-02-27,0,86194.70935249707
22,Denver Nuggets,Portland Trailblazers,0,0,1,0,0.5504259372931489,0.22010747392082147,0.2360399000951292,0.7639600999048708,275.0,-340.0,0.26666666666666666,0.7727272727272727,-0.030626766571537456,-0.008767172822401914,0.0,0.0,0.0,0.0,0.0,2022-02-27,-1,86194.70935249707
23,New Orleans Pelicans,Los Angeles Lakers,0,0,0,0,0.3768211328650614,0.3894262808210865,0.5954644988986587,0.4045355011013413,-116.0,-102.0,0.5370370370370371,0.504950495049505,0.05842746186162163,-0.10041499394816368,0.01262033176211028,0.0,1259.3165958222,0.0,1085.617755019138,2022-02-27,0,84935.39275667489
24,Minnesota Timberwolves,Cleveland Cavaliers,1,0,0,0,0.4792872907087322,0.5270242394719571,0.6352511542881756,0.3647488457118244,140.0,-166.0,0.4166666666666667,0.6240601503759399,0.21858448762150884,-0.25931130466411545,0.03747162644940152,0.0,3182.6673097113253,0.0,4455.734233595855,2022-02-28,0,81752.72544696358
