,Away,Home,is_B2B_First_Away,is_B2B_First_Home,is_B2B_Second_Away,is_B2B_Second_Home,Away_Prob_Naive,Home_Prob_Naive,Home_Prob_Adjusted,Away_Prob_Adjusted,Home_Odds,Away_Odds,Home_Prob_Odds,Away_Prob_Odds,Home_Prob_Diff,Away_Prob_Diff,Home_Bet_Size,Away_Bet_Size,Home_Bet,Away_Bet,Potential_Payoff,Date,Won_Bet,Capital
89,Chicago Bulls,Detroit Pistons,0,0,0,0,0.4492623246653703,0.25209496512261464,0.3391690558876845,0.6608309441123155,188.0,-225.0,0.3472222222222222,0.6923076923076923,-0.008053166334537676,-0.031476748195376825,0.0,0.0,0.0,0.0,0.0,2022-03-09,-1,75135.09540878702
90,Boston Celtics,Charlotte Hornets,0,0,0,1,0.6656896123226697,0.5070968724996286,0.3747235713720105,0.6252764286279895,250.0,-310.0,0.2857142857142857,0.7560975609756098,0.08900928565772476,-0.13082113234762027,0.012461299992081471,0.0,936.280963822558,0.0,2340.7024095563947,2022-03-09,0,74198.81444496446
91,Phoenix Suns,Miami Heat,0,0,1,0,0.6029642189581715,0.6391835550990556,0.6784114894364145,0.3215885105635855,-290.0,235.0,0.7435897435897436,0.29850746268656714,-0.06517825415332912,0.023081047877018368,0.0,0.003290277037787723,0.0,247.2152791555217,580.955906015476,2022-03-09,1,74779.77035097992
92,Atlanta Hawks,Milwaukee Bucks,0,0,0,1,0.5103861606158948,0.6041427183303433,0.6535803613769925,0.3464196386230075,-198.0,166.0,0.6644295302013422,0.3759398496240601,-0.01084916882434972,-0.029520211001052617,0.0,0.0,0.0,0.0,0.0,2022-03-09,-1,74779.77035097992
93,Orlando Magic,New Orleans Pelicans,0,0,1,1,0.2410554022947201,0.4290260203483027,0.8153470593146231,0.18465294068537685,-400.0,315.0,0.8,0.24096385542168675,0.015347059314623103,-0.056310914736309885,0.007673529657311573,0.0,576.5513829242618,0.0,144.13784573106545,2022-03-09,0,74203.21896805568
94,Los Angeles Lakers,Houston Rockets,0,0,0,0,0.36907145257921503,0.15559533806069376,0.2778732177397897,0.7221267822602103,172.0,-205.0,0.36764705882352944,0.6721311475409836,-0.08977384108373976,0.049995634719226745,0.0,0.015248668589364144,0.0,1145.7101693188486,558.8830094238285,2022-03-09,0,73057.50879873683
95,Oklahoma City Thunder,Minnesota Timberwolves,0,0,1,0,0.1860580196371171,0.5315222224457673,1.0487104130958893,-0.04871041309588929,-1400.0,830.0,0.9333333333333332,0.1075268817204301,0.11537707976255608,-0.1562372948163194,0.0,0.0,0.0,0.0,0.0,2022-03-09,-1,73057.50879873683
96,New York Knicks,Dallas Mavericks,0,0,0,0,0.3237113584488213,0.5429357790963968,0.8268272957194809,0.17317270428051912,-360.0,290.0,0.7826086956521741,0.2564102564102564,0.044218600067306935,-0.08323755212973727,0.02034055603096121,0.0,1528.2896180540486,0.0,424.52489390390235,2022-03-09,0,71529.21918068278
97,Toronto Raptors,San Antonio Spurs,0,0,0,0,0.43567212854482346,0.4607077202397256,0.6093379029768047,0.3906620970231953,108.0,-126.0,0.4807692307692308,0.5575221238938053,0.1285686722075739,-0.16686002687060994,0.024761373906643867,0.0,1860.4481909283365,0.0,2009.284046202604,2022-03-09,0,69668.77098975443
98,Denver Nuggets,Sacramento Kings,1,0,0,0,0.6142383911969136,0.3364556629054526,0.2801783565603581,0.7198216434396418,172.0,-205.0,0.36764705882352944,0.6721311475409836,-0.08746870226317133,0.047690495898658265,0.0,0.014545601249090762,0.0,1092.885137628606,533.1147012822469,2022-03-09,1,70201.88569103669
99,Portland Trailblazers,Utah Jazz,0,0,0,0,0.1734091146486546,0.6430418957657761,1.0390026294094463,-0.039002629409446536,-2500.0,1200.0,0.9615384615384616,0.07692307692307693,0.07746416787098498,-0.11592570633252347,0.0,0.0,0.0,0.0,0.0,2022-03-09,-1,70201.88569103669
100,Washington Wizards,Los Angeles Clippers,0,0,0,1,0.31236868308334825,0.3630648212644321,0.6121534699365724,0.3878465300634276,-178.0,150.0,0.6402877697841727,0.4,-0.028134299847600297,-0.012153469936572405,0.0,0.0,0.0,0.0,0.0,2022-03-09,-1,70201.88569103669
101,New York Knicks,Brooklyn Nets,0,0,0,0,0.34785074713714464,0.3663881628322844,0.6034067390974215,0.3965932609025785,-235.0,194.0,0.701492537313433,0.3401360544217687,-0.09808579821601147,0.05645720648080984,0.0,0.008555885930596951,0.0,600.6393260853163,1165.2402926055136,2022-03-13,0,69601.24636495138
102,Los Angeles Clippers,Detroit Pistons,1,0,0,0,0.3625940120194087,0.2418820338852785,0.4168247953590423,0.5831752046409577,166.0,-198.0,0.3759398496240601,0.6644295302013422,0.04088494573498218,-0.08125432556038448,0.006551443111750152,0.0,459.9236604424138,0.0,763.473276334407,2022-03-13,0,69141.32270450896
103,Dallas Mavericks,Boston Celtics,0,0,0,0,0.5340935121823402,0.6829397122536327,0.7570794097906742,0.2429205902093257,-295.0,240.0,0.7468354430379747,0.29411764705882354,0.010243966752699564,-0.05119705684949777,0.004046366867316314,0.0,284.06258428333814,0.0,96.29240145197905,2022-03-13,0,68857.26012022562
104,Philadelphia 76ers,Orlando Magic,1,0,0,0,0.5279825699519871,0.2531162534228071,0.269729028507854,0.7302709714921459,590.0,-850.0,0.14492753623188406,0.8947368421052632,0.12480149227596996,-0.16446587061311713,0.01459542875769818,0.0,1024.6266212595974,0.0,6045.297065431625,2022-03-13,0,67832.63349896602
105,Indiana Pacers,Atlanta Hawks,0,1,1,0,0.2870231075128057,0.5065244542953748,0.9050429444497184,0.09495705555028168,-800.0,560.0,0.8888888888888888,0.15151515151515152,0.016154055560829494,-0.05655809596486985,0.0145386500047465,0.0,1020.640645735204,0.0,127.58008071690048,2022-03-13,1,67960.21357968292
106,Houston Rockets,New Orleans Pelicans,0,0,0,0,0.1650447526012535,0.34132809399817177,0.8396984829551397,0.1603015170448603,-240.0,198.0,0.7058823529411765,0.3355704697986577,0.1338161300139632,-0.17526895275379745,0.0454974842047475,0.0,3194.009185371431,0.0,1330.8371605714294,2022-03-13,1,69291.05074025436
107,Memphis Grizzlies,Oklahoma City Thunder,0,1,0,0,0.6179751149717612,0.16642979192688906,0.1274449855956903,0.8725550144043097,750.0,-1200.0,0.1176470588235294,0.923076923076923,0.009797926772160915,-0.0505219086726133,0.001110431700844902,0.0,77.95439933041725,0.0,584.6579949781293,2022-03-13,0,69213.09634092395
108,Los Angeles Lakers,Phoenix Suns,1,0,0,0,0.372895334824382,0.6145452624004865,0.8448876664907593,0.1551123335092407,-360.0,290.0,0.7826086956521741,0.2564102564102564,0.062278970838585364,-0.10129792290101568,0.02864832658574928,0.0,2011.1665482122587,0.0,558.6573745034052,2022-03-13,1,69771.75371542736
109,Los Angeles Clippers,Cleveland Cavaliers,0,0,1,0,0.36462654751360746,0.5002410675332329,0.8008519927904114,0.19914800720958856,-240.0,198.0,0.7058823529411765,0.3355704697986577,0.0949696398492349,-0.13642246258906915,0.03228967754873988,0.0,2252.9074294812435,0.0,938.711428950518,2022-03-14,1,70710.46514437787
110,Portland Trailblazers,Atlanta Hawks,0,0,0,1,0.152550863566852,0.5103035391698767,0.9379722491692352,0.06202775083076473,-1100.0,700.0,0.9166666666666664,0.125,0.02130558250256876,-0.06297224916923527,0.02556669900308233,0.0,1783.8334261595223,0.0,162.16667510541112,2022-03-14,1,70872.63181948329
111,Denver Nuggets,Philadelphia 76ers,0,0,0,1,0.6073949621185691,0.5274733268246247,0.4610362521297235,0.5389637478702765,-126.0,108.0,0.5575221238938053,0.4807692307692308,-0.09648587176408174,0.05819451710104567,0.0,0.011207832923164362,0.0,781.9901583986823,844.549371070577,2022-03-14,1,71717.18119055386
112,Charlotte Hornets,Oklahoma City Thunder,0,0,0,1,0.5206289736654689,0.17534848188468455,0.18010065936066622,0.8198993406393338,370.0,-480.0,0.2127659574468085,0.8275862068965517,-0.0326652980861423,-0.007686866257217928,0.0,0.0,0.0,0.0,0.0,2022-03-14,-1,71717.18119055386
113,Minnesota Timberwolves,San Antonio Spurs,0,0,0,0,0.5553826570007502,0.4574709878680263,0.4674825446226757,0.5325174553773243,140.0,-166.0,0.4166666666666667,0.6240601503759399,0.05081587795600895,-0.09154269499861556,0.008711293363887256,0.0,607.8022151279783,0.0,850.9231011791696,2022-03-14,0,71109.37897542589
114,Washington Wizards,Golden State Warriors,0,0,0,0,0.28393951543994034,0.5963930061248405,0.9145737541280698,0.08542624587193015,-750.0,530.0,0.8823529411764706,0.15873015873015872,0.03222081295159929,-0.07330391285822857,0.02738769100885937,0.0,1910.88723190436,0.0,254.7849642539147,2022-03-14,1,71364.1639396798
115,Chicago Bulls,Sacramento Kings,0,0,0,0,0.5538368896090797,0.3567229793525766,0.3581916189820304,0.6418083810179696,140.0,-166.0,0.4166666666666667,0.6240601503759399,-0.05847504768463635,0.017748230642029683,0.0,0.00472102935077991,0.0,329.3944971459198,198.4304199674216,2022-03-14,0,71034.76944253389
116,Milwaukee Bucks,Utah Jazz,0,0,0,0,0.5873975791343506,0.6506794539633142,0.6574887798115988,0.3425112201884012,102.0,-120.0,0.4950495049504951,0.5454545454545454,0.16243927486110374,-0.20294332526614425,0.03216934659014016,0.0,2244.511727473482,0.0,2289.401962022952,2022-03-14,0,68790.2577150604
117,Toronto Raptors,Los Angeles Lakers,0,0,0,1,0.5188904970623879,0.3668188249533481,0.3843877883056213,0.6156122116943787,152.0,-180.0,0.3968253968253969,0.6428571428571429,-0.0124376085197756,-0.027244931162764163,0.0,0.0,0.0,0.0,0.0,2022-03-14,-1,68790.2577150604
118,Memphis Grizzlies,Indiana Pacers,0,0,0,0,0.6532685991124224,0.3188188643551274,0.2308239191713497,0.7691760808286503,250.0,-310.0,0.2857142857142857,0.7560975609756098,-0.05489036654293597,0.013078519853040538,0.0,0.005362193139746622,0.0,368.866648001099,118.98924129067707,2022-03-15,1,68909.24695635107
119,Brooklyn Nets,Orlando Magic,1,0,0,0,0.420020865740544,0.2552815646790696,0.3726707096003021,0.6273292903996979,410.0,-550.0,0.19607843137254904,0.8461538461538461,0.17659227822775309,-0.21882455575414828,0.021966356560037568,0.0,1511.0713288258926,0.0,6195.3924481861595,2022-03-15,0,67398.17562752518
120,Detroit Pistons,Miami Heat,0,0,0,0,0.24724014541861544,0.6277467771865145,0.970900186758208,0.029099813241792005,-900.0,610.0,0.9,0.14084507042253522,0.07090018675820797,-0.1117452571807432,0.0,0.0,0.0,0.0,0.0,2022-03-15,-1,67398.17562752518
121,Phoenix Suns,New Orleans Pelicans,1,0,0,0,0.6328427654998441,0.34870348792409445,0.2749248306519824,0.7250751693480175,190.0,-230.0,0.3448275862068966,0.696969696969697,-0.06990275555491415,0.028105472378320503,0.0,0.009274805884845777,0.0,638.0162870756998,277.39838568508685,2022-03-15,1,67675.57401321028
122,Denver Nuggets,Washington Wizards,0,0,0,0,0.6160485931248868,0.27116462381948003,0.21835048737614726,0.7816495126238527,225.0,-275.0,0.3076923076923077,0.7333333333333333,-0.08934182031616048,0.048316179290519456,0.0,0.01811856723394477,0.0,1226.1844378541562,445.8852501287841,2022-03-16,1,68121.45926333907
123,Philadelphia 76ers,Cleveland Cavaliers,0,0,0,0,0.5418643629599895,0.5251609610826484,0.5605420699661163,0.4394579300338837,116.0,-134.0,0.462962962962963,0.5726495726495726,0.09757910700315336,-0.13319164261568894,0.0181699026833458,0.0,1229.6585938595967,0.0,1426.4039688771322,2022-03-16,0,66891.80066947947
124,Atlanta Hawks,Charlotte Hornets,0,0,0,0,0.4570070074362967,0.5142007650947362,0.6461831308393597,0.35381686916064026,-102.0,-116.0,0.504950495049505,0.5370370370370371,0.1412326357898548,-0.1832201678763969,0.02852899242955067,0.0,1930.7159386883718,0.0,1892.8587634199725,2022-03-16,1,68784.65943289945
125,Dallas Mavericks,Brooklyn Nets,0,0,0,1,0.5378180229395275,0.3811260294718136,0.38068350951286745,0.6193164904871326,120.0,-142.0,0.4545454545454545,0.5867768595041323,-0.07386194503258707,0.03253963098300028,0.0,0.007874590697886076,0.0,532.9174455985263,375.29397577361016,2022-03-16,1,69159.95340867307
126,Portland Trailblazers,New York Knicks,0,0,0,0,0.13671558658929905,0.37352609327981146,0.9165532976986981,0.08344670230130202,-820.0,570.0,0.8913043478260869,0.14925373134328354,0.02524894987261106,-0.06580702904198155,0.02322903388280213,0.0,1572.038201790945,0.0,191.711975828164,2022-03-16,1,69351.66538450122
127,Phoenix Suns,Houston Rockets,0,0,1,0,0.6403886645980925,0.1794734063168672,0.1378334141773776,0.8621665858226224,500.0,-700.0,0.16666666666666666,0.875,-0.02883325248928903,-0.0128334141773776,0.0,0.0,0.0,0.0,0.0,2022-03-16,-1,69351.66538450122
128,Los Angeles Lakers,Minnesota Timberwolves,0,0,0,0,0.3618654806276741,0.5793273902670084,0.8216633704302877,0.1783366295697123,-430.0,340.0,0.8113207547169812,0.2272727272727273,0.010342615713306523,-0.048936097703014964,0.0054815863280524854,0.0,370.9695012539175,0.0,86.27197703579478,2022-03-16,1,69437.93736153703
129,Oklahoma City Thunder,San Antonio Spurs,0,0,0,0,0.17129592820961048,0.4567675286534138,0.9311048228005592,0.06889517719944094,-1150.0,730.0,0.92,0.12048192771084335,0.011104822800559022,-0.051586750511402435,0.013881028500698821,0.0,939.4065716785243,0.0,81.68752797204559,2022-03-16,1,69519.62488950907
130,Chicago Bulls,Utah Jazz,0,0,0,0,0.5501494095100156,0.6432851711784133,0.6912346644436863,0.3087653355563137,-255.0,210.0,0.7183098591549296,0.3225806451612903,-0.027075194711243308,-0.013815309604976622,0.0,0.0,0.0,0.0,0.0,2022-03-16,-1,69519.62488950907
131,Boston Celtics,Golden State Warriors,0,0,0,0,0.6852254726962761,0.6490855317712351,0.5328720175066236,0.4671279824933764,-130.0,110.0,0.5652173913043478,0.4761904761904761,-0.032345373797724175,-0.009062493697099716,0.0,0.0,0.0,0.0,0.0,2022-03-16,-1,69519.62488950907
132,Milwaukee Bucks,Sacramento Kings,0,0,0,0,0.5905870141319992,0.34711068223566843,0.3123926727050393,0.6876073272949607,320.0,-405.0,0.23809523809523805,0.8019801980198021,0.07429743460980129,-0.11437287072484148,0.009751538292536416,0.0,659.9409514592023,0.0,2111.8110446694477,2022-03-16,0,68859.68393804987
133,Toronto Raptors,Los Angeles Clippers,0,0,0,0,0.5293250989842266,0.37856270063772907,0.4075717961758293,0.5924282038241707,100.0,-118.0,0.5,0.5412844036697247,-0.09242820382417072,0.051143800154445966,0.0,0.011149348433669213,0.0,754.5385551218508,639.4394534930939,2022-03-16,1,69499.12339154296
134,Detroit Pistons,Orlando Magic,0,0,0,0,0.20563402877149595,0.2476155579283611,0.6492896161016571,0.3507103838983429,-136.0,116.0,0.576271186440678,0.46296296296296297,0.07301842966097916,-0.1122525790646201,0.01723234939999109,0.0,1197.6331772761619,0.0,880.6126303501193,2022-03-17,0,68301.4902142668
135,Dallas Mavericks,Philadelphia 76ers,1,0,0,0,0.5391284630339855,0.5446676892567334,0.5864707400877861,0.4135292599122139,-144.0,124.0,0.5901639344262295,0.44642857142857145,-0.003693194338443395,-0.032899311516357554,0.0,0.0,0.0,0.0,0.0,2022-03-18,-1,68301.4902142668
136,Memphis Grizzlies,Atlanta Hawks,0,0,0,0,0.6736588873242928,0.4502490491614134,0.3295015097127181,0.6704984902872819,184.0,-220.0,0.35211267605633795,0.6875,-0.02261116634361993,-0.017001509712718074,0.0,0.0,0.0,0.0,0.0,2022-03-18,-1,68301.4902142668
137,Denver Nuggets,Cleveland Cavaliers,0,1,0,0,0.629617251932753,0.5393731993630357,0.4731353879537898,0.5268646120462102,120.0,-142.0,0.4545454545454545,0.5867768595041323,0.01858993340833532,-0.059912247457922126,0.0034081544581948033,0.0,232.78202837510207,0.0,279.3384340501225,2022-03-18,1,68580.82864831692
138,Portland Trailblazers,Brooklyn Nets,0,0,0,0,0.12755170029911128,0.3630187709858375,0.9231747426186472,0.07682525738135282,-1400.0,830.0,0.9333333333333332,0.1075268817204301,-0.010158590714686055,-0.03070162433907728,0.0,0.0,0.0,0.0,0.0,2022-03-18,-1,68580.82864831692
139,Washington Wizards,New York Knicks,1,0,0,0,0.2629568536698214,0.38888019618556857,0.7432737190882255,0.2567262809117745,-240.0,198.0,0.7058823529411765,0.3355704697986577,0.037391366147048966,-0.07884418888688323,0.01271306448999667,0.0,868.3212498568503,0.0,361.8005207736876,2022-03-18,1,68942.62916909062
140,Los Angeles Lakers,Toronto Raptors,1,0,0,0,0.3494656659218293,0.5314594684948277,0.7871880639480628,0.2128119360519372,-420.0,330.0,0.8076923076923077,0.2325581395348837,-0.020504243744244862,-0.019746203482946558,0.0,0.0,0.0,0.0,0.0,2022-03-18,-1,68942.62916909062
141,Indiana Pacers,Houston Rockets,0,0,0,0,0.2831503017945626,0.1661131337095872,0.38888849689700616,0.6111115031029939,144.0,-172.0,0.4098360655737705,0.6323529411764706,-0.020947568676764342,-0.021241438073476667,0.0,0.0,0.0,0.0,0.0,2022-03-18,-1,68942.62916909062
142,Oklahoma City Thunder,Miami Heat,0,0,0,0,0.17875650682805205,0.6305854321078073,1.0288114876976415,-0.028811487697641525,-1500.0,870.0,0.9375,0.10309278350515463,0.09131148769764152,-0.13190427120279616,0.0,0.0,0.0,0.0,0.0,2022-03-18,-1,68942.62916909062
143,New Orleans Pelicans,San Antonio Spurs,0,0,0,0,0.3838403708639964,0.4563371312858593,0.6658376695657802,0.33416233043421983,-146.0,124.0,0.5934959349593496,0.44642857142857145,0.07234173460643056,-0.11226624099435162,0.01779606671318192,0.0,1215.497876462834,0.0,832.5327920978316,2022-03-18,0,67727.13129262778
144,Los Angeles Clippers,Utah Jazz,0,0,0,0,0.3770532537828526,0.5884096080092959,0.8149577161294352,0.1850422838705648,-260.0,215.0,0.7222222222222221,0.31746031746031744,0.09273549390721314,-0.13241803358975268,0.0333847778065967,0.0,2280.230074662736,0.0,877.0115671779753,2022-03-18,1,68604.14285980575
145,Chicago Bulls,Phoenix Suns,0,0,0,0,0.547471763401913,0.6528309959723425,0.7058695223052835,0.29413047769471645,-230.0,190.0,0.696969696969697,0.3448275862068966,0.008899825335586531,-0.050697108512180115,0.002936942360743564,0.0,200.59753991219216,0.0,87.21632170095312,2022-03-18,1,68691.3591815067
146,Boston Celtics,Sacramento Kings,0,0,0,0,0.6992762640840714,0.3446520641393366,0.21396192023926056,0.7860380797607394,380.0,-490.0,0.2083333333333333,0.8305084745762712,0.005628586905927213,-0.04447039481553183,0.0007109793986434433,0.0,48.560952438990434,0.0,184.53161926816364,2022-03-18,0,68642.79822906773
147,Milwaukee Bucks,Minnesota Timberwolves,0,0,0,0,0.6458302093922854,0.5899252186814418,0.5115601827880798,0.4884398172119202,120.0,-142.0,0.4545454545454545,0.5867768595041323,0.057014728242625275,-0.09833704229221207,0.010452700177814623,0.0,717.5025892546698,0.0,861.0031071056036,2022-03-19,1,69503.80133617332
148,Dallas Mavericks,Charlotte Hornets,0,0,1,0,0.5222731569632334,0.5225362557488286,0.6303321714083359,0.36966782859166414,-120.0,102.0,0.5454545454545454,0.4950495049504951,0.08487762595379045,-0.1253816763588309,0.01867307770983389,0.0,1281.7723055518295,0.0,1068.143587959858,2022-03-19,1,70571.94492413319
149,Detroit Pistons,Cleveland Cavaliers,0,0,0,1,0.2278518142910745,0.5456947749187301,0.8830598599560463,0.1169401400439537,-235.0,194.0,0.701492537313433,0.3401360544217687,0.18156732264261333,-0.22319591437781505,0.06082505308527551,0.0,4175.201846204901,0.0,1776.6816366829364,2022-03-19,1,72348.62656081612
150,Los Angeles Lakers,Washington Wizards,0,0,1,1,0.35349724160964124,0.2574863822073197,0.4501776088330978,0.5498223911669022,-152.0,128.0,0.6031746031746031,0.43859649122807015,-0.15299699434150532,0.11122589993883207,0.0,0.01981211342660446,0.0,1359.9589044338136,1740.7473976752813,2022-03-19,0,70988.66765638231
151,Memphis Grizzlies,Houston Rockets,0,1,0,0,0.5954148706312983,0.17085308184489234,0.1424715433638313,0.8575284566361687,530.0,-750.0,0.15873015873015872,0.8823529411764706,-0.016258615366327417,-0.024824484540301842,0.0,0.0,0.0,0.0,0.0,2022-03-20,-1,70988.66765638231
152,Portland Trailblazers,Indiana Pacers,1,0,0,0,0.12402215379457054,0.28555342872251105,0.8565736804539236,0.14342631954607646,-330.0,265.0,0.7674418604651163,0.273972602739726,0.08913181998880726,-0.13054628319364958,0.038326682595187136,0.0,2720.760133121392,0.0,824.4727676125432,2022-03-20,1,71813.14042399486
153,New Orleans Pelicans,Atlanta Hawks,1,0,0,0,0.4020082538673567,0.4590287158208097,0.6472233011237059,0.3527766988762941,-158.0,134.0,0.6124031007751938,0.4273504273504273,0.03482020034851208,-0.07457372847413317,0.008983611689916116,0.0,637.7346246094463,0.0,403.62950924648493,2022-03-20,0,71175.40579938541
154,Oklahoma City Thunder,Orlando Magic,1,0,0,0,0.17727711238548488,0.2359107766903592,0.6831954771505029,0.3168045228494971,-240.0,198.0,0.7058823529411765,0.3355704697986577,-0.02268687579067364,-0.018765946949160617,0.0,0.0,0.0,0.0,0.0,2022-03-20,-1,71175.40579938541
155,Phoenix Suns,Sacramento Kings,0,0,0,0,0.6678965951792014,0.3340573383559152,0.23157646432309434,0.7684235356769057,340.0,-430.0,0.2272727272727273,0.8113207547169812,0.0043037370503670735,-0.042897219040075485,0.0005569542065180887,0.0,39.537437066336715,0.0,134.4272860255448,2022-03-20,0,71135.86836231907
156,Utah Jazz,New York Knicks,1,0,0,0,0.611780173321415,0.40393332543993465,0.3488273090872595,0.6511726909127404,140.0,-166.0,0.4166666666666667,0.6240601503759399,-0.06783935757940722,0.02711254053680057,0.0,0.007211935782788962,0.0,511.9657124435771,308.4130797852874,2022-03-20,1,71444.28144210436
157,Boston Celtics,Denver Nuggets,1,0,0,0,0.7162866185047445,0.6290599295674049,0.466099382789633,0.5339006172103671,120.0,-142.0,0.4545454545454545,0.5867768595041323,0.011553928244178445,-0.0528762422937652,0.0021182201780993726,0.0,150.3696282461393,0.0,180.44355389536722,2022-03-20,0,71293.91181385821
158,San Antonio Spurs,Golden State Warriors,0,0,0,0,0.4524945575359073,0.5512983744359172,0.6935059929887373,0.3064940070112627,-260.0,215.0,0.7222222222222221,0.31746031746031744,-0.028716229233484825,-0.010966310449054715,0.0,0.0,0.0,0.0,0.0,2022-03-20,-1,71293.91181385821
159,Toronto Raptors,Philadelphia 76ers,1,1,0,0,0.5211444776588322,0.5486175840396921,0.6120003881555859,0.3879996118444141,-210.0,176.0,0.6774193548387096,0.3623188405797101,-0.06541896668312375,0.02568077126470397,0.0,0.004027211857419488,0.0,285.8864041281942,503.1600712656217,2022-03-20,1,71797.07188512383
160,Los Angeles Lakers,Cleveland Cavaliers,0,0,0,0,0.35166751595566925,0.5516634268751758,0.8050953071738257,0.1949046928261743,-210.0,176.0,0.6774193548387096,0.3623188405797101,0.12767595233511608,-0.16741414775353586,0.039579545223885966,0.0,2841.695453619851,0.0,1353.188311247548,2022-03-21,0,68955.37643150399
161,Portland Trailblazers,Detroit Pistons,0,0,1,0,0.1112133172698126,0.21547222019629605,0.8656270522613101,0.1343729477386899,-320.0,260.0,0.7619047619047619,0.2777777777777778,0.10372229035654824,-0.14340483003908788,0.04356336194975023,0.0,3127.7218294638856,0.0,977.4130717074645,2022-03-21,0,65827.6546020401
162,New Orleans Pelicans,Charlotte Hornets,0,0,1,0,0.4067018821354328,0.5407969760136546,0.7964259623223627,0.20357403767763727,-250.0,205.0,0.7142857142857143,0.3278688524590164,0.08214024803664842,-0.1242948147813791,0.028749086812826962,0.0,2064.1002525322033,0.0,825.6401010128814,2022-03-21,1,66653.29470305298
163,Miami Heat,Philadelphia 76ers,0,0,0,1,0.6316302029209577,0.5465260463020514,0.4540345691168092,0.5459654308831907,122.0,-144.0,0.4504504504504505,0.5901639344262295,0.003584118666358771,-0.04419850354303878,0.0006521920851898784,0.0,46.825482023286504,0.0,57.12708806840954,2022-03-21,1,66710.42179112138
164,Utah Jazz,Brooklyn Nets,0,0,1,0,0.6686566026861803,0.3756525436569327,0.2893881584118234,0.7106118415881766,100.0,-118.0,0.5,0.5412844036697247,-0.21061184158817656,0.16932743791845184,0.0,0.036913381466222486,0.0,2650.272702653373,2245.9938158079435,2022-03-21,0,64060.149088467995
165,Toronto Raptors,Chicago Bulls,0,1,1,0,0.5284760090478362,0.5320689708259401,0.6345437291069069,0.36545627089309296,-168.0,142.0,0.6268656716417911,0.4132231404958678,0.0076780574651159625,-0.04776686960277482,0.002057719400651086,0.0,147.73822772795998,0.0,87.93942126664282,2022-03-21,1,64148.08850973465
166,Washington Wizards,Houston Rockets,0,0,0,1,0.2633835805528495,0.16180957164756876,0.3856684088210667,0.6143315911789333,176.0,-210.0,0.3623188405797101,0.6774193548387096,0.02334956824135653,-0.06308776365977631,0.003661636837849096,0.0,262.894803264269,0.0,462.6948537451135,2022-03-21,1,64610.783363479764
167,Boston Celtics,Oklahoma City Thunder,0,0,1,1,0.7318653183327497,0.17632551880860006,0.08436211753120171,0.9156378824687984,830.0,-1400.0,0.1075268817204301,0.9333333333333332,-0.023164764189228387,-0.017695450864534945,0.0,0.0,0.0,0.0,0.0,2022-03-21,-1,64610.783363479764
168,Minnesota Timberwolves,Dallas Mavericks,0,0,0,0,0.6034474411165579,0.5312379354568479,0.4951400793657434,0.5048599206342566,-136.0,116.0,0.576271186440678,0.46296296296296297,-0.08113110707493454,0.04189695767129359,0.0,0.0078015024629305265,0.0,560.1250331429936,649.7450384458725,2022-03-21,0,64050.658330336766
169,Golden State Warriors,Orlando Magic,1,1,0,0,0.5817692065308828,0.25084892075002513,0.2250572974378621,0.7749427025621379,265.0,-330.0,0.273972602739726,0.7674418604651163,-0.04891530530186392,0.007500842097021619,0.0,0.0032253621017193125,0.0,206.58656596884057,62.60198968752746,2022-03-22,0,63844.07176436793
170,Atlanta Hawks,New York Knicks,1,1,0,0,0.456215008512158,0.36862988584080303,0.4760086073798065,0.5239913926201936,134.0,-158.0,0.4273504273504273,0.6124031007751938,0.04865818002937916,-0.08841170815500021,0.008497025467816955,0.0,544.2400750633137,0.0,729.2817005848407,2022-03-22,0,63299.83168930461
171,Chicago Bulls,Milwaukee Bucks,0,0,1,0,0.5468362465520722,0.5848200755428211,0.6786324236926917,0.3213675763073083,-295.0,240.0,0.7468354430379747,0.29411764705882354,-0.06820301934528293,0.027249929248484742,0.0,0.0038604066435353377,0.0,247.26158694124408,593.4278086589858,2022-03-22,0,63052.57010236336
172,Los Angeles Clippers,Denver Nuggets,0,0,0,0,0.3599711286060077,0.6206039354178935,0.8632030838420551,0.13679691615794487,-275.0,225.0,0.7333333333333333,0.3076923076923077,0.12986975050872185,-0.17089539153436284,0.04870115644077068,0.0,3119.3411314800824,0.0,1134.3058659927576,2022-03-22,1,64186.87596835612
173,Atlanta Hawks,Detroit Pistons,0,0,1,0,0.4556272392705108,0.23267135337190725,0.335082193851725,0.664917806148275,180.0,-215.0,0.35714285714285715,0.6825396825396826,-0.022060663291132158,-0.017621876391407554,0.0,0.0,0.0,0.0,0.0,2022-03-23,-1,64186.87596835612
174,Sacramento Kings,Indiana Pacers,0,1,0,0,0.2745396475943813,0.31486451542711946,0.6361521733845993,0.3638478266154007,-245.0,200.0,0.7101449275362319,0.3333333333333333,-0.07399275415163263,0.030514493282067456,0.0,0.004577173992310108,0.0,293.7944993299943,587.5889986599886,2022-03-23,1,64774.464967016116
175,New York Knicks,Charlotte Hornets,0,0,1,0,0.393736854911185,0.5446324370374582,0.8165886357417959,0.18341136425820406,-310.0,250.0,0.7560975609756098,0.2857142857142857,0.060491074766186086,-0.10230292145608157,0.02480134065413629,0.0,1591.920576415995,0.0,513.5227665858048,2022-03-23,0,63182.544390600124
