,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP_Prior_Year
32,Avery Bradley,30,61.5,1371.2222222222222,6.8999999999999995,0.501,0.589,0.09366666666666668,1.3666666666666665,9.0,5.133333333333334,10.666666666666666,1.6666666666666667,0.5,13.333333333333334,15.199999999999998,-1.1388888888888888,0.9111111111111111,-0.2277777777777778,0.003999999999999999,-15.48888888888889,-1.366666666666667,-16.741666666666667,-1.1388888888888888
33,Axel Toupane,28,9.11111111111111,69.47222222222221,9.0,0.49700000000000005,0.182,0.636,0.0,10.0,5.2,7.6,1.5,4.4,0.0,9.7,0.11388888888888889,0.11388888888888889,0.11388888888888889,0.09699999999999999,-4.669444444444443,1.2527777777777778,-3.4166666666666665,0.0
34,Bam Adebayo,23,72.88888888888889,2440.6388888888887,22.7,0.626,0.01,0.44299999999999995,7.7,22.6,15.3,26.9,1.7,3.2,15.0,23.7,6.377777777777777,3.6444444444444444,10.022222222222222,0.19699999999999998,3.3027777777777776,2.2777777777777777,5.580555555555556,4.213888888888889
35,Ben McLemore,27,120.72222222222221,2061.3888888888887,8.533333333333333,0.5273333333333333,0.7723333333333334,0.1456666666666667,1.6666666666666667,10.333333333333334,5.933333333333334,6.166666666666667,1.1333333333333333,0.9666666666666667,9.6,20.3,-1.025,1.5944444444444443,0.5694444444444444,0.018333333333333333,-8.769444444444444,-4.213888888888889,-12.983333333333333,-0.911111111111111
36,Ben Simmons,24,66.05555555555556,2137.6944444444443,18.3,0.584,0.017,0.49200000000000005,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,3.075,3.758333333333333,6.833333333333333,0.153,0.7972222222222222,2.5055555555555555,3.3027777777777776,2.619444444444444
37,Bismack Biyombo,28,75.16666666666666,1536.361111111111,11.7,0.574,0.004,0.434,10.8,17.1,13.9,8.3,0.6,5.4,19.8,11.5,1.025,1.5944444444444443,2.619444444444444,0.081,-3.872222222222222,0.45555555555555555,-3.4166666666666665,-0.45555555555555555
38,Blake Griffin,31,104.77777777777777,2701.4444444444443,13.0,0.5489999999999999,0.49566666666666664,0.285,3.4666666666666663,17.433333333333334,10.533333333333333,16.966666666666665,1.3333333333333333,1.1333333333333335,11.833333333333334,19.26666666666667,2.05,2.5055555555555555,4.555555555555555,0.083,-2.5055555555555555,0.0,-2.5055555555555555,0.6833333333333332
39,Boban Marjanović,32,37.58333333333333,308.63888888888886,22.6,0.562,0.066,0.311,19.3,32.7,26.0,5.9,0.4,2.1,8.0,24.6,0.7972222222222222,0.3416666666666666,1.1388888888888888,0.183,2.1638888888888888,-2.9611111111111112,-0.9111111111111111,0.11388888888888889
40,Bobby Portis,25,75.16666666666666,1562.5555555555554,19.9,0.598,0.263,0.122,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,3.1888888888888887,2.2777777777777777,5.466666666666666,0.16699999999999998,2.05,-0.45555555555555555,1.7083333333333333,1.3666666666666665
41,Bogdan Bogdanović,28,50.11111111111111,1486.25,17.6,0.616,0.589,0.078,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,3.1888888888888887,1.2527777777777778,4.441666666666666,0.142,3.758333333333333,0.3416666666666666,4.1,2.05
42,Bojan Bogdanović,31,82.0,2523.777777777778,14.0,0.588,0.498,0.28600000000000003,2.0,11.1,6.7,9.1,1.0,0.1,10.9,22.8,3.075,2.8472222222222223,5.9222222222222225,0.113,0.22777777777777777,-0.7972222222222222,-0.45555555555555555,1.025
43,Bol Bol,21,36.44444444444444,182.22222222222223,9.4,0.534,0.414,0.259,0.0,16.9,8.5,6.0,0.9,6.1,16.8,21.2,-0.22777777777777777,0.22777777777777777,0.0,-0.004,-4.3277777777777775,-0.3416666666666666,-4.669444444444443,-0.11388888888888889
44,Brad Wanamaker,31,138.94444444444443,2398.5,9.633333333333333,0.4916666666666667,0.27566666666666667,0.3396666666666666,1.9000000000000001,8.700000000000001,5.266666666666667,22.766666666666666,1.9333333333333333,1.0,17.26666666666667,17.0,-0.34166666666666673,2.2777777777777777,2.05,0.039666666666666676,-15.033333333333333,0.7972222222222222,-14.008333333333333,-1.1388888888888888
45,Bradley Beal,27,68.33333333333333,2445.1944444444443,22.7,0.593,0.27,0.332,3.6,10.4,7.0,21.3,1.5,0.9,10.6,34.1,4.783333333333333,1.936111111111111,6.719444444444445,0.132,5.466666666666666,-1.5944444444444443,3.872222222222222,3.3027777777777776
46,Brandon Clarke,24,67.19444444444444,1611.5277777777776,17.3,0.56,0.156,0.228,7.2,17.5,12.3,9.5,2.0,3.2,5.7,17.2,2.5055555555555555,2.2777777777777777,4.783333333333333,0.142,0.45555555555555555,1.3666666666666665,1.7083333333333333,1.4805555555555556
47,Brandon Goodwin,25,53.52777777777778,706.1111111111111,9.2,0.47100000000000003,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0.0,13.0,19.5,-0.22777777777777777,0.45555555555555555,0.22777777777777777,0.013000000000000001,-2.8472222222222223,-0.6833333333333332,-3.5305555555555554,-0.22777777777777777
48,Brandon Ingram,23,69.47222222222221,2383.6944444444443,19.2,0.584,0.341,0.29100000000000004,1.8,13.7,7.8,22.4,1.0,1.6,11.0,28.0,4.441666666666666,1.4805555555555556,6.0361111111111105,0.12,3.758333333333333,-1.2527777777777778,2.5055555555555555,2.5055555555555555
49,Brian Bowen,22,6.833333333333333,17.083333333333332,1.0,0.33799999999999997,0.25,0.25,0.0,21.6,10.8,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,-0.063,-9.225,-3.3027777777777776,-12.527777777777777,0.0
50,Brodric Thomas,24,72.88888888888889,908.8333333333333,7.733333333333333,0.49000000000000005,0.6426666666666666,0.604,2.8333333333333335,13.200000000000001,7.866666666666667,14.433333333333332,1.8666666666666665,2.6666666666666665,18.733333333333334,19.03333333333333,-0.6833333333333335,0.6833333333333332,0.22777777777777777,-0.015666666666666666,-18.45,1.2527777777777778,-17.31111111111111,-0.45555555555555555
51,Brook Lopez,32,79.72222222222221,2166.1666666666665,15.4,0.611,0.439,0.222,6.0,13.0,9.6,3.5,1.0,4.8,8.3,16.9,3.5305555555555554,2.5055555555555555,6.0361111111111105,0.133,0.0,0.0,0.0,1.025
52,Bruce Brown,24,74.02777777777777,1652.5277777777776,16.1,0.604,0.139,0.27699999999999997,8.9,17.2,13.3,9.8,1.9,1.7,10.2,15.9,3.1888888888888887,1.7083333333333333,5.011111111111111,0.14400000000000002,-0.45555555555555555,0.22777777777777777,-0.11388888888888889,0.7972222222222222
