,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP_Prior_Year
53,Bruno Caboclo,25,6.833333333333333,41.0,9.0,0.475,0.294,0.11800000000000001,8.5,34.0,20.7,4.7,0.0,5.0,18.3,25.8,-0.11388888888888889,0.0,-0.11388888888888889,-0.08800000000000001,-9.680555555555555,-1.936111111111111,-11.616666666666665,-0.11388888888888889
54,Bruno Fernando,22,37.58333333333333,257.38888888888886,6.2,0.475,0.045,0.5,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,-0.3416666666666666,0.3416666666666666,-0.11388888888888889,-0.019,-6.947222222222221,-0.45555555555555555,-7.402777777777778,-0.3416666666666666
55,Bryn Forbes,27,79.72222222222221,1542.0555555555554,12.8,0.631,0.645,0.115,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,2.2777777777777777,0.7972222222222222,3.075,0.096,0.45555555555555555,-1.936111111111111,-1.4805555555555556,0.22777777777777777
56,Buddy Hield,28,80.86111111111111,2770.9166666666665,12.8,0.5670000000000001,0.727,0.105,1.3,14.1,7.6,14.7,1.2,1.0,11.1,20.7,1.7083333333333333,0.7972222222222222,2.5055555555555555,0.044000000000000004,1.1388888888888888,-1.8222222222222222,-0.6833333333333332,1.025
57,CJ Elleby,20,34.166666666666664,218.66666666666666,9.4,0.46799999999999997,0.515,0.22699999999999998,6.0,12.0,8.9,7.1,1.5,1.4,6.4,17.4,0.0,0.11388888888888889,0.11388888888888889,0.032,-4.555555555555555,-1.025,-5.580555555555556,-0.11388888888888889
58,CJ McCollum,29,53.52777777777778,1822.2222222222222,20.8,0.5770000000000001,0.475,0.15,2.0,10.6,6.2,23.0,1.3,1.2,6.5,27.1,4.669444444444443,0.6833333333333332,5.352777777777778,0.141,5.694444444444445,-1.2527777777777778,4.441666666666666,2.733333333333333
59,Caleb Martin,25,60.36111111111111,931.6111111111111,9.5,0.465,0.488,0.25,4.0,14.8,9.3,11.5,2.2,1.5,10.4,16.7,-0.45555555555555555,1.025,0.5694444444444444,0.03,-4.1,0.22777777777777777,-3.872222222222222,-0.3416666666666666
60,Cam Reddish,21,29.61111111111111,854.1666666666666,9.3,0.488,0.479,0.312,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,-0.3416666666666666,0.7972222222222222,0.45555555555555555,0.026000000000000002,-3.758333333333333,0.11388888888888889,-3.6444444444444444,-0.22777777777777777
61,Cameron Johnson,24,68.33333333333333,1636.5833333333333,11.8,0.563,0.6940000000000001,0.122,2.6,12.9,7.9,8.0,1.3,1.0,7.3,17.0,1.3666666666666665,1.5944444444444443,2.9611111111111112,0.086,0.0,-0.22777777777777777,-0.22777777777777777,0.7972222222222222
62,Cameron Oliver,24,4.555555555555555,99.08333333333333,17.2,0.619,0.39399999999999996,0.121,5.9,20.5,12.9,9.6,1.1,4.1,7.9,18.5,0.11388888888888889,0.11388888888888889,0.22777777777777777,0.114,-1.1388888888888888,-1.1388888888888888,-2.2777777777777777,0.0
63,Cameron Payne,26,68.33333333333333,1228.861111111111,17.4,0.602,0.42,0.142,1.7,13.2,7.6,28.1,1.6,1.3,12.5,19.8,2.733333333333333,1.3666666666666665,4.1,0.158,2.3916666666666666,1.1388888888888888,3.5305555555555554,1.5944444444444443
64,Cameron Reynolds,25,11.38888888888889,91.11111111111111,6.3999999999999995,0.441,0.4723333333333333,0.0,3.6999999999999997,6.033333333333334,4.833333333333333,5.433333333333334,0.0,0.0,0.0,17.900000000000002,0.0,0.0,0.0,-0.033,-12.869444444444445,-14.805555555555555,-27.675,-0.22777777777777777
65,Caris LeVert,26,107.05555555555556,3384.777777777778,18.1,0.5273333333333334,0.31666666666666665,0.20966666666666667,2.733333333333333,13.1,8.0,27.46666666666667,2.066666666666667,1.6666666666666667,10.366666666666667,29.366666666666664,2.05,3.4166666666666665,5.466666666666666,0.07866666666666666,3.9861111111111107,-1.8222222222222222,2.1638888888888888,2.05
66,Carmelo Anthony,36,78.58333333333333,1924.7222222222222,14.6,0.547,0.418,0.198,2.0,11.8,6.8,9.2,1.3,2.0,6.7,23.1,1.936111111111111,0.9111111111111111,2.9611111111111112,0.073,0.22777777777777777,-1.4805555555555556,-1.2527777777777778,0.45555555555555555
67,Carsen Edwards,22,35.30555555555556,314.3333333333333,10.2,0.527,0.568,0.11699999999999999,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,0.11388888888888889,0.22777777777777777,0.3416666666666666,0.051,-3.6444444444444444,-1.4805555555555556,-5.125,-0.22777777777777777
68,Cassius Stanley,21,27.333333333333332,105.91666666666666,5.5,0.38299999999999995,0.302,0.209,9.4,13.9,11.7,1.4,0.5,1.7,2.1,22.0,-0.22777777777777777,0.11388888888888889,-0.11388888888888889,-0.05,-8.2,-4.555555555555555,-12.755555555555555,-0.22777777777777777
69,Cassius Winston,22,25.055555555555554,111.6111111111111,10.8,0.575,0.515,0.182,0.0,9.7,4.9,16.3,0.9,0.9,12.3,17.2,0.11388888888888889,0.11388888888888889,0.11388888888888889,0.066,-2.3916666666666666,-1.2527777777777778,-3.6444444444444444,0.0
70,Cedi Osman,25,67.19444444444444,1719.7222222222222,10.3,0.488,0.5529999999999999,0.162,2.8,12.4,7.5,17.7,1.7,0.5,11.3,20.4,-0.5694444444444444,1.1388888888888888,0.5694444444444444,0.013999999999999999,-2.619444444444444,-1.025,-3.6444444444444444,-0.5694444444444444
71,Chandler Hutchison,24,56.94444444444444,788.1111111111111,5.133333333333333,0.43566666666666665,0.20166666666666666,0.20833333333333334,1.8666666666666665,24.899999999999995,13.433333333333332,6.733333333333333,1.4000000000000001,0.9,16.466666666666665,16.2,-1.025,0.9111111111111111,-0.11388888888888889,-0.03200000000000001,-22.663888888888888,-0.22777777777777772,-22.891666666666666,-0.6833333333333335
72,Charlie Brown Jr.,23,10.25,173.11111111111111,4.1,0.42200000000000004,0.488,0.233,2.0,9.7,5.8,8.2,1.3,1.2,11.2,14.9,-0.22777777777777777,0.11388888888888889,-0.11388888888888889,-0.032,-8.427777777777777,-1.4805555555555556,-9.908333333333331,-0.3416666666666666
73,Chasson Randle,27,46.69444444444444,953.25,7.4,0.515,0.5489999999999999,0.203,0.8,9.6,5.1,12.9,1.3,0.5,15.1,15.7,-0.45555555555555555,0.45555555555555555,0.0,-0.001,-5.466666666666666,-1.2527777777777778,-6.719444444444445,-0.9111111111111111
74,Chimezie Metu,23,41.0,555.7777777777777,14.5,0.5710000000000001,0.207,0.24,7.0,18.7,12.7,8.2,1.4,3.1,12.8,20.0,0.3416666666666666,0.3416666666666666,0.6833333333333332,0.061,-2.5055555555555555,-1.4805555555555556,-4.1,-0.22777777777777777
75,Chris Boucher,28,68.33333333333333,1654.8055555555554,21.9,0.634,0.42,0.345,8.5,22.5,15.3,6.9,1.2,7.6,6.7,20.5,4.555555555555555,2.3916666666666666,6.947222222222221,0.201,3.075,0.6833333333333332,3.758333333333333,2.2777777777777777
76,Chris Chiozza,25,25.055555555555554,264.22222222222223,12.9,0.461,0.47700000000000004,0.193,1.5,9.5,5.7,36.9,1.5,2.3,14.4,21.0,0.11388888888888889,0.22777777777777777,0.3416666666666666,0.063,-0.11388888888888889,-0.6833333333333332,-0.7972222222222222,0.11388888888888889
77,Chris Paul,35,79.72222222222221,2504.4166666666665,21.4,0.599,0.294,0.20600000000000002,1.3,14.5,8.0,40.9,2.2,0.8,14.0,22.6,7.402777777777778,3.075,10.477777777777776,0.201,3.9861111111111107,1.2527777777777778,5.238888888888888,4.1
78,Chris Silva,24,34.166666666666664,209.55555555555554,6.333333333333333,0.602,0.04666666666666667,0.6973333333333334,6.233333333333334,24.599999999999998,15.433333333333332,6.533333333333334,0.3666666666666667,7.433333333333333,29.066666666666666,16.833333333333332,0.11388888888888889,0.22777777777777777,0.45555555555555555,0.006000000000000005,-35.64722222222222,1.3666666666666665,-34.166666666666664,-0.11388888888888889
79,Christian Wood,25,46.69444444444444,1510.1666666666665,20.0,0.591,0.322,0.309,5.9,26.8,15.9,9.4,1.2,3.2,9.9,25.9,1.5944444444444443,1.5944444444444443,3.1888888888888887,0.1,1.936111111111111,-0.3416666666666666,1.5944444444444443,1.2527777777777778
80,Chuma Okeke,22,51.25,1290.361111111111,11.8,0.511,0.435,0.12300000000000001,3.7,13.2,8.3,13.2,2.1,1.8,10.0,14.5,0.3416666666666666,1.1388888888888888,1.4805555555555556,0.055999999999999994,-2.1638888888888888,0.5694444444444444,-1.7083333333333333,0.11388888888888889
81,Clint Capela,26,71.75,2161.611111111111,24.3,0.601,0.0,0.327,17.5,34.3,26.1,4.1,1.1,6.0,8.4,19.9,5.580555555555556,3.758333333333333,9.338888888888887,0.207,3.075,0.0,3.075,2.5055555555555555
82,Coby White,20,78.58333333333333,2455.4444444444443,12.0,0.54,0.503,0.157,1.5,13.0,7.3,21.8,0.9,0.6,13.9,22.5,0.7972222222222222,1.936111111111111,2.733333333333333,0.052000000000000005,-1.3666666666666665,-1.3666666666666665,-2.733333333333333,-0.22777777777777777
83,Cody Martin,25,59.22222222222222,966.9166666666666,10.6,0.5,0.309,0.22899999999999998,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,0.22777777777777777,1.025,1.2527777777777778,0.061,-3.075,0.7972222222222222,-2.2777777777777777,0.0
84,Cody Zeller,28,54.666666666666664,1144.5833333333333,18.2,0.599,0.086,0.36700000000000005,12.6,22.9,17.7,13.2,1.3,1.7,11.9,18.3,2.3916666666666666,1.2527777777777778,3.758333333333333,0.156,-0.22777777777777777,-0.22777777777777777,-0.5694444444444444,0.45555555555555555
85,Cole Anthony,20,53.52777777777778,1449.8055555555554,12.1,0.496,0.312,0.237,3.0,15.4,9.0,24.2,1.1,1.3,14.8,24.3,-1.025,1.025,0.0,-0.001,-2.1638888888888888,-1.5944444444444443,-3.758333333333333,-0.45555555555555555
86,Collin Sexton,22,68.33333333333333,2408.75,18.0,0.573,0.239,0.34700000000000003,3.0,7.0,4.9,22.6,1.4,0.4,11.6,29.7,2.9611111111111112,1.025,3.9861111111111107,0.08,2.05,-2.1638888888888888,-0.22777777777777777,1.1388888888888888
87,Cory Joseph,29,143.5,3293.6666666666665,13.233333333333334,0.5593333333333333,0.30066666666666664,0.20933333333333334,2.6,9.9,6.166666666666667,23.333333333333332,2.033333333333333,1.1666666666666667,14.6,16.833333333333332,2.8472222222222223,1.8222222222222222,4.783333333333332,0.07866666666666668,-4.897222222222222,0.11388888888888893,-4.783333333333332,0.2277777777777778
88,Cristiano Felício,28,20.5,95.66666666666666,14.7,0.574,0.154,1.2309999999999999,13.3,20.9,17.2,13.6,2.3,0.0,16.6,12.4,0.22777777777777777,0.11388888888888889,0.3416666666666666,0.151,-1.2527777777777778,1.3666666666666665,0.11388888888888889,0.0
89,D'Angelo Russell,24,47.83333333333333,1362.111111111111,17.6,0.555,0.475,0.22899999999999998,1.4,8.9,5.0,33.6,1.8,1.3,13.5,29.1,1.1388888888888888,0.6833333333333332,1.8222222222222222,0.063,3.758333333333333,-1.936111111111111,1.8222222222222222,1.2527777777777778
90,D.J. Augustin,33,129.83333333333331,2571.611111111111,12.6,0.5720000000000001,0.6293333333333334,0.27999999999999997,1.9333333333333333,7.3,4.566666666666667,23.03333333333333,1.1333333333333333,0.06666666666666667,14.533333333333333,17.366666666666667,3.530555555555555,1.1388888888888888,4.783333333333333,0.09033333333333333,-1.4805555555555552,-5.694444444444445,-7.175000000000001,0.0
91,D.J. Wilson,24,79.72222222222221,986.2777777777777,10.799999999999999,0.5063333333333333,0.547,0.12666666666666668,4.3999999999999995,22.766666666666666,13.433333333333332,6.966666666666668,1.0,3.3333333333333335,10.366666666666667,19.566666666666666,-0.45555555555555555,1.025,0.5694444444444444,0.030000000000000002,-9.908333333333331,-2.733333333333333,-12.641666666666664,-0.34166666666666673
92,DaQuan Jeffries,23,70.61111111111111,1122.9444444444443,7.866666666666667,0.514,0.5559999999999999,0.06866666666666667,4.066666666666667,11.700000000000001,7.766666666666666,6.0,1.4333333333333333,1.8,10.200000000000001,11.933333333333332,0.11388888888888889,0.5694444444444444,0.5694444444444444,0.026,-12.3,-3.7583333333333333,-16.17222222222222,-0.6833333333333332
93,Dakota Mathias,25,9.11111111111111,140.08333333333331,9.8,0.474,0.542,0.125,0.9,5.3,3.1,15.1,0.4,2.2,1.9,18.1,0.0,0.11388888888888889,0.22777777777777777,0.061,-1.7083333333333333,-1.1388888888888888,-2.9611111111111112,0.0
94,Damian Jones,25,88.83333333333333,1245.9444444444443,13.575000000000001,0.724,0.04225,0.61425,7.675,16.725,12.175,5.75,0.8,4.8,18.1,12.075,2.391666666666666,1.1388888888888888,3.5305555555555554,0.137,-13.894444444444442,4.555555555555555,-9.225000000000001,0.22777777777777777
95,Damian Lillard,30,76.30555555555556,2731.0555555555557,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,10.933333333333332,0.9111111111111111,11.844444444444445,0.209,8.541666666666666,-1.4805555555555556,7.175,5.694444444444445
96,Damion Lee,28,64.91666666666666,1228.861111111111,11.8,0.636,0.708,0.161,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,1.5944444444444443,1.4805555555555556,3.075,0.11900000000000001,-0.7972222222222222,1.025,0.22777777777777777,0.6833333333333332
97,Damyean Dotson,26,52.388888888888886,1032.9722222222222,8.1,0.499,0.5429999999999999,0.12300000000000001,0.6,11.1,5.7,15.1,0.9,0.4,12.0,16.9,-0.45555555555555555,0.3416666666666666,0.0,-0.002,-3.872222222222222,-1.5944444444444443,-5.466666666666666,-0.6833333333333332
98,Daniel Gafford,22,123.0,1801.7222222222222,22.133333333333336,0.6976666666666667,0.0,0.47900000000000004,12.933333333333332,18.566666666666666,15.766666666666667,5.3,1.5333333333333332,8.066666666666668,13.533333333333331,16.666666666666668,4.783333333333333,2.9611111111111104,7.972222222222221,0.20866666666666667,2.05,5.466666666666668,7.402777777777778,1.8222222222222222
99,Daniel Oturu,21,34.166666666666664,183.36111111111111,12.5,0.47100000000000003,0.096,0.231,15.1,18.3,16.8,8.5,1.2,3.9,13.6,18.2,0.0,0.22777777777777777,0.3416666666666666,0.081,-4.669444444444443,-1.2527777777777778,-5.9222222222222225,-0.11388888888888889
100,Daniel Theis,28,148.05555555555554,3646.722222222222,14.966666666666667,0.606,0.3253333333333333,0.23700000000000002,6.633333333333333,18.3,12.466666666666667,9.6,1.2666666666666666,3.0999999999999996,11.366666666666667,15.800000000000002,5.466666666666666,4.213888888888889,9.794444444444444,0.126,-2.619444444444444,2.2777777777777777,-0.34166666666666656,1.822222222222222
101,Danilo Gallinari,32,58.08333333333333,1391.7222222222222,16.3,0.613,0.535,0.366,1.6,17.0,9.5,9.2,1.2,0.7,7.2,21.2,3.075,1.1388888888888888,4.213888888888889,0.146,1.936111111111111,-0.6833333333333332,1.2527777777777778,1.1388888888888888
102,Danny Green,33,78.58333333333333,2202.611111111111,12.1,0.5820000000000001,0.794,0.07400000000000001,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14.0,1.8222222222222222,3.5305555555555554,5.238888888888888,0.115,0.45555555555555555,1.7083333333333333,2.1638888888888888,2.1638888888888888
103,Dante Exum,25,6.833333333333333,132.11111111111111,5.9,0.428,0.423,0.077,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7,-0.22777777777777777,0.11388888888888889,-0.11388888888888889,-0.025,-6.15,1.8222222222222222,-4.3277777777777775,-0.11388888888888889
104,Danuel House Jr.,27,41.0,1061.4444444444443,9.1,0.525,0.574,0.23199999999999998,2.0,13.6,7.5,10.6,1.0,1.5,10.7,15.3,0.0,0.5694444444444444,0.5694444444444444,0.026000000000000002,-3.1888888888888887,-0.7972222222222222,-3.9861111111111107,-0.3416666666666666
105,Dario Šarić,26,56.94444444444444,991.9722222222222,14.3,0.5670000000000001,0.395,0.289,6.1,18.4,12.4,10.4,1.7,0.4,12.9,22.6,0.7972222222222222,1.1388888888888888,1.936111111111111,0.09300000000000001,-1.5944444444444443,-0.6833333333333332,-2.2777777777777777,0.0
106,Darius Bazley,20,62.638888888888886,1952.0555555555554,9.7,0.491,0.414,0.258,3.1,21.2,12.0,8.9,0.8,1.3,13.7,22.1,-2.619444444444444,1.5944444444444443,-1.025,-0.026000000000000002,-3.5305555555555554,-1.4805555555555556,-5.011111111111111,-1.1388888888888888
107,Darius Garland,21,61.5,2038.611111111111,14.2,0.547,0.332,0.165,1.4,6.8,4.0,30.9,1.8,0.3,16.0,24.9,0.3416666666666666,1.025,1.3666666666666665,0.033,0.0,-2.3916666666666666,-2.3916666666666666,-0.11388888888888889
108,Darius Miller,30,20.5,224.36111111111111,15.9,0.685,0.875,0.25,1.0,11.8,6.3,15.4,3.1,2.3,13.1,13.2,0.45555555555555555,0.22777777777777777,0.6833333333333332,0.156,0.9111111111111111,3.075,4.1,0.3416666666666666
109,David Nwaba,28,34.166666666666664,773.3055555555555,14.4,0.557,0.289,0.312,6.0,12.8,9.3,6.9,2.1,2.8,6.4,16.6,0.7972222222222222,0.6833333333333332,1.4805555555555556,0.094,-1.5944444444444443,0.6833333333333332,-0.9111111111111111,0.22777777777777777
110,De'Aaron Fox,23,66.05555555555556,2318.777777777778,20.7,0.565,0.28800000000000003,0.376,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31.0,3.872222222222222,0.9111111111111111,4.783333333333333,0.098,3.5305555555555554,-1.4805555555555556,2.05,2.2777777777777777
111,De'Andre Hunter,23,26.194444444444443,772.1666666666666,15.7,0.603,0.38299999999999995,0.34299999999999997,2.8,14.7,8.9,9.7,1.4,1.6,9.2,20.2,1.3666666666666665,0.6833333333333332,1.936111111111111,0.12300000000000001,0.6833333333333332,0.6833333333333332,1.3666666666666665,0.5694444444444444
112,De'Anthony Melton,22,59.22222222222222,1190.138888888889,15.2,0.568,0.537,0.13,3.0,13.4,8.2,17.5,2.7,2.7,13.7,19.5,0.7972222222222222,1.7083333333333333,2.5055555555555555,0.10300000000000001,0.6833333333333332,1.936111111111111,2.619444444444444,1.2527777777777778
113,DeAndre Jordan,32,64.91666666666666,1419.0555555555554,17.1,0.736,0.004,0.369,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2.733333333333333,1.7083333333333333,4.441666666666666,0.152,0.11388888888888889,1.1388888888888888,1.1388888888888888,1.025
114,DeAndre' Bembry,26,58.08333333333333,1107.0,11.2,0.57,0.23199999999999998,0.289,3.6,13.3,8.3,15.6,2.6,1.9,21.6,14.6,0.11388888888888889,1.2527777777777778,1.3666666666666665,0.059000000000000004,-3.6444444444444444,1.5944444444444443,-2.1638888888888888,0.0
115,DeMar DeRozan,31,69.47222222222221,2341.5555555555557,22.0,0.591,0.08,0.478,2.0,11.6,6.7,32.0,1.3,0.6,9.7,26.1,6.719444444444445,1.7083333333333333,8.427777777777777,0.172,3.6444444444444444,-0.11388888888888889,3.5305555555555554,2.9611111111111112
116,DeMarcus Cousins,30,93.38888888888889,1624.0555555555554,17.2,0.5483333333333333,0.3983333333333334,0.25966666666666666,9.0,31.333333333333332,19.900000000000002,15.566666666666665,2.466666666666667,2.9333333333333336,16.433333333333334,25.099999999999998,0.0,2.733333333333333,2.733333333333333,0.08666666666666667,-3.4166666666666665,5.694444444444445,2.2777777777777777,0.9111111111111111
117,Dean Wade,24,71.75,1380.3333333333333,11.3,0.573,0.685,0.125,3.4,16.8,9.9,8.9,1.4,1.5,8.4,12.9,1.2527777777777778,1.025,2.2777777777777777,0.08,-1.2527777777777778,-0.11388888888888889,-1.4805555555555556,0.22777777777777777
118,Deandre Ayton,22,78.58333333333333,2408.75,20.3,0.653,0.028999999999999998,0.252,12.4,26.3,19.5,6.8,1.0,3.4,11.9,18.2,6.0361111111111105,3.5305555555555554,9.566666666666666,0.191,1.2527777777777778,0.11388888888888889,1.3666666666666665,1.936111111111111
119,Deividas Sirvydis,20,22.77777777777778,151.47222222222223,5.7,0.48100000000000004,0.7,0.15,0.0,24.5,12.1,5.4,0.7,0.0,10.5,15.7,-0.11388888888888889,0.11388888888888889,0.0,-0.01,-4.783333333333333,-1.3666666666666665,-6.15,-0.11388888888888889
120,Dejounte Murray,24,76.30555555555556,2436.083333333333,16.5,0.509,0.204,0.138,2.8,21.1,11.8,25.9,2.3,0.3,10.2,23.4,0.7972222222222222,2.9611111111111112,3.758333333333333,0.07400000000000001,-0.22777777777777777,1.1388888888888888,0.9111111111111111,1.7083333333333333
121,Delon Wright,28,143.5,3981.555555555555,16.23333333333333,0.5623333333333334,0.33499999999999996,0.2366666666666667,4.133333333333334,13.066666666666668,8.566666666666665,22.53333333333333,2.8333333333333335,1.4666666666666668,12.633333333333333,16.400000000000002,5.694444444444445,4.1,9.680555555555555,0.11433333333333333,2.05,4.897222222222222,7.175,4.213888888888889
122,Deni Avdija,20,61.5,1431.5833333333333,7.6,0.515,0.5379999999999999,0.14400000000000002,1.9,20.2,11.0,6.3,1.2,1.0,9.0,12.0,0.0,1.3666666666666665,1.3666666666666665,0.046,-4.1,0.45555555555555555,-3.5305555555555554,-0.45555555555555555
123,Dennis Schröder,27,69.47222222222221,2227.6666666666665,13.8,0.5429999999999999,0.27899999999999997,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,1.1388888888888888,3.075,4.3277777777777775,0.09300000000000001,-1.4805555555555556,0.11388888888888889,-1.3666666666666665,0.45555555555555555
124,Dennis Smith Jr.,23,52.388888888888886,956.6666666666666,11.5,0.4506666666666667,0.4000000000000001,0.309,2.1666666666666665,10.333333333333334,6.233333333333333,23.666666666666668,3.5333333333333337,2.0,12.133333333333335,19.833333333333332,0.11388888888888889,1.2527777777777778,1.3666666666666665,0.043666666666666666,-11.616666666666665,8.541666666666666,-3.075,0.6833333333333332
125,Denzel Valentine,27,70.61111111111111,1179.888888888889,10.1,0.479,0.5820000000000001,0.040999999999999995,2.6,18.3,10.5,14.0,1.4,0.6,9.0,19.5,-0.45555555555555555,1.2527777777777778,0.7972222222222222,0.032,-2.5055555555555555,-0.45555555555555555,-3.075,-0.22777777777777777
126,Derrick Favors,29,77.44444444444444,1183.3055555555554,19.7,0.6629999999999999,0.008,0.32899999999999996,14.7,23.3,19.2,6.0,1.5,5.3,11.5,13.0,3.3027777777777776,2.5055555555555555,5.808333333333333,0.237,0.3416666666666666,2.733333333333333,2.9611111111111112,1.3666666666666665
127,Derrick Jones Jr.,23,66.05555555555556,1501.0555555555554,11.9,0.5760000000000001,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.8222222222222222,0.9111111111111111,2.733333333333333,0.08900000000000001,-1.5944444444444443,0.0,-1.5944444444444443,0.22777777777777777
128,Derrick Rose,32,113.88888888888889,2913.277777777778,18.066666666666666,0.544,0.21133333333333337,0.22,1.7333333333333332,8.966666666666667,5.366666666666667,28.933333333333334,2.066666666666667,1.3,10.799999999999999,26.7,3.5305555555555554,3.5305555555555554,7.175,0.10366666666666667,4.783333333333332,0.6833333333333332,5.580555555555556,2.8472222222222223
129,Derrick White,26,41.0,1211.7777777777778,15.0,0.55,0.536,0.252,1.3,9.6,5.4,17.4,1.2,2.9,8.2,22.4,1.1388888888888888,1.025,2.1638888888888888,0.085,1.4805555555555556,0.0,1.4805555555555556,1.025
130,Desmond Bane,22,77.44444444444444,1729.9722222222222,12.2,0.6,0.5429999999999999,0.098,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,1.8222222222222222,1.4805555555555556,3.3027777777777776,0.09300000000000001,-0.6833333333333332,-0.22777777777777777,-0.9111111111111111,0.5694444444444444
131,Devin Booker,24,76.30555555555556,2585.277777777778,19.2,0.5870000000000001,0.28800000000000003,0.305,1.7,12.1,7.0,20.6,1.2,0.6,12.4,32.7,3.3027777777777776,2.2777777777777777,5.580555555555556,0.10400000000000001,1.936111111111111,-1.5944444444444443,0.3416666666666666,1.4805555555555556
132,Devin Cannady,24,9.11111111111111,84.27777777777777,11.2,0.547,0.5710000000000001,0.25,0.0,7.3,3.5,2.1,3.3,1.2,6.0,19.3,0.0,0.11388888888888889,0.11388888888888889,0.057,-4.555555555555555,1.1388888888888888,-3.5305555555555554,0.0
133,Devin Vassell,20,70.61111111111111,1202.6666666666665,10.6,0.524,0.495,0.168,2.4,15.4,8.8,7.1,2.0,1.4,6.3,14.3,0.45555555555555555,1.2527777777777778,1.7083333333333333,0.069,-2.5055555555555555,0.7972222222222222,-1.7083333333333333,0.11388888888888889
134,Devon Dotson,21,12.527777777777777,56.94444444444444,19.3,0.5479999999999999,0.33299999999999996,0.0,4.5,6.6,5.5,21.4,3.9,0.0,0.0,18.2,0.11388888888888889,0.11388888888888889,0.22777777777777777,0.177,-0.11388888888888889,2.5055555555555555,2.3916666666666666,0.11388888888888889
135,Devontae Cacok,24,22.77777777777778,111.6111111111111,17.2,0.5760000000000001,0.0,0.379,13.8,22.8,18.4,1.5,2.5,3.7,12.9,17.2,0.11388888888888889,0.22777777777777777,0.3416666666666666,0.142,-1.7083333333333333,0.45555555555555555,-1.1388888888888888,0.0
136,Devonte' Graham,25,62.638888888888886,1889.4166666666665,14.6,0.552,0.713,0.23600000000000002,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,2.8472222222222223,1.025,3.872222222222222,0.099,2.05,-1.2527777777777778,0.7972222222222222,1.2527777777777778
137,Dewayne Dedmon,31,18.22222222222222,239.16666666666666,24.5,0.735,0.077,0.415,15.5,31.0,23.4,9.6,2.1,3.0,14.5,19.3,0.7972222222222222,0.45555555555555555,1.2527777777777778,0.256,1.3666666666666665,0.5694444444444444,1.936111111111111,0.22777777777777777
138,Didi Louzada,21,3.4166666666666665,63.77777777777777,-0.9,0.308,0.615,0.0,1.9,3.9,2.9,6.5,1.7,0.0,18.8,12.0,-0.11388888888888889,0.0,-0.11388888888888889,-0.099,-8.883333333333333,-2.05,-10.933333333333332,-0.11388888888888889
139,Dillon Brooks,25,76.30555555555556,2274.361111111111,12.1,0.515,0.361,0.18899999999999997,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,-0.5694444444444444,2.05,1.5944444444444443,0.033,-2.9611111111111112,-1.2527777777777778,-4.213888888888889,-1.025
140,Domantas Sabonis,24,70.61111111111111,2540.861111111111,20.6,0.601,0.179,0.363,7.3,28.6,18.0,27.5,1.6,1.2,16.9,24.1,4.555555555555555,3.4166666666666665,7.858333333333333,0.149,2.619444444444444,1.8222222222222222,4.3277777777777775,3.758333333333333
141,Donovan Mitchell,24,60.36111111111111,2016.9722222222222,21.3,0.569,0.423,0.29,3.1,10.6,7.0,26.7,1.4,0.7,10.7,33.5,4.441666666666666,2.5055555555555555,7.061111111111111,0.16699999999999998,5.238888888888888,-0.22777777777777777,4.897222222222222,3.1888888888888887
142,Donta Hall,23,14.805555555555555,203.86111111111111,22.3,0.731,0.0,0.971,13.5,22.8,18.0,9.4,1.4,5.1,13.8,14.0,0.6833333333333332,0.22777777777777777,0.9111111111111111,0.223,1.025,0.6833333333333332,1.8222222222222222,0.22777777777777777
143,Donte DiVincenzo,24,75.16666666666666,2065.9444444444443,13.0,0.542,0.574,0.11800000000000001,4.9,16.7,11.0,14.2,1.9,0.7,12.5,16.7,1.7083333333333333,2.3916666666666666,4.1,0.095,-0.22777777777777777,0.45555555555555555,0.3416666666666666,1.1388888888888888
144,Dorian Finney-Smith,27,68.33333333333333,2187.8055555555557,12.0,0.609,0.648,0.08800000000000001,5.7,13.0,9.3,7.2,1.3,1.2,9.0,12.2,3.1888888888888887,1.8222222222222222,5.011111111111111,0.11,0.22777777777777777,0.0,0.11388888888888889,1.1388888888888888
